waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,county,collection_point,quality_grade,price_per_kg
organic,food_waste,88.21,2.66,0.854,6,2,0.274,Nairobi,industrial,excellent,7.68
rubber,mixed_rubber,101.26,3.51,0.8258,1,1,0.3286,Mombasa,household,good,11.12
paper,office_paper,3.25,4.39,0.963,6,3,0.151,Nairobi,household,excellent,14.44
e_waste,phones,19.35,14.96,0.3581,3,2,0.5503,Nairobi,commercial,poor,86.29
glass,mixed_glass,14.2,2.64,0.7931,9,5,0.3731,Nairobi,household,good,4.48
paper,office_paper,65.19,5.86,0.5621,6,4,0.5954,Nakuru,household,fair,9.64
metal,copper,16.86,16.34,0.5988,10,5,0.605,Mombasa,household,fair,334.16
rubber,mixed_rubber,35.78,1.3,0.8825,3,5,0.7968,Nairobi,industrial,excellent,17.74
paper,cardboard,15.59,1.74,0.9374,7,0,0.5222,Mombasa,household,excellent,19.72
e_waste,cables,34.13,0.64,0.8868,7,0,0.5154,Nairobi,industrial,excellent,109.6
plastic,PP,3.2,9.83,0.7791,2,4,0.3368,Eldoret,household,good,11.15
textile,industrial_textile,2.15,10.25,0.8834,3,4,0.5068,Eldoret,dump_site,excellent,5.46
paper,cardboard,6.09,1.86,0.6181,12,0,0.4973,Nakuru,household,fair,10.04
plastic,HDPE,2.82,2.36,0.8347,4,1,0.8363,Nairobi,household,good,27.86
glass,mixed_glass,10.34,13.84,0.9226,4,4,0.2729,Kisumu,household,excellent,2.76
paper,newspaper,15.84,7.66,0.7024,11,2,0.4122,Kisumu,commercial,good,6.77
paper,mixed_paper,7.75,0.32,0.7771,7,0,0.385,Nairobi,industrial,good,11.88
paper,newspaper,4.59,2.03,0.6925,9,3,0.4285,Nairobi,commercial,fair,9.78
paper,newspaper,72.78,7.96,0.8267,2,1,0.7623,Nairobi,commercial,good,12.93
metal,tin,33.71,3.54,0.781,1,2,0.3767,Mombasa,household,good,17.59
e_waste,phones,13.08,12.87,0.8766,8,0,0.4612,Nairobi,household,excellent,108.61
plastic,HDPE,41.15,6.83,0.3795,10,2,0.6636,Nairobi,dump_site,poor,18.54
metal,brass,5.96,2.68,0.833,2,0,0.8091,Nairobi,household,good,339.41
organic,garden_waste,11.46,11.27,0.7432,4,2,0.442,Nairobi,commercial,good,7.48
organic,food_waste,29.18,0.59,0.9304,4,3,0.6876,Nakuru,industrial,excellent,6.31
plastic,PET,32.69,3.7,0.8288,8,0,0.4645,Nairobi,industrial,good,38.91
plastic,PVC,39.63,17.12,0.434,10,0,0.2428,Nairobi,commercial,poor,5.73
rubber,mixed_rubber,12.62,2.06,0.9179,2,6,0.1552,Mombasa,commercial,excellent,13.3
paper,office_paper,9.36,16.73,0.5556,3,4,0.6558,Nakuru,commercial,fair,11.54
organic,garden_waste,54.59,1.51,0.8563,8,3,0.6385,Eldoret,household,excellent,9.38
paper,office_paper,10.36,8.7,0.7997,2,2,0.2817,Kisumu,household,good,12.92
plastic,PET,9.43,2.36,0.7726,4,2,0.0571,Eldoret,household,good,18.93
paper,mixed_paper,11.98,5.23,0.7153,9,6,0.6054,Nairobi,industrial,good,9.17
metal,brass,7.5,4.52,0.8688,5,1,0.684,Kisumu,dump_site,excellent,238.78
textile,clothes,33.5,4.4,0.7761,4,1,0.5436,Nairobi,dump_site,good,10.67
e_waste,batteries,23.13,0.45,0.8639,9,2,0.7248,Nairobi,dump_site,excellent,73.13
paper,mixed_paper,19.81,29.95,0.6736,2,5,0.4896,Nairobi,industrial,fair,7.77
glass,colored_glass,6.75,1.75,0.7546,2,0,0.4527,Nakuru,industrial,good,6.0
organic,food_waste,3.63,2.95,0.685,12,1,0.4339,Eldoret,dump_site,fair,3.5
organic,garden_waste,15.27,4.59,0.9339,4,3,0.5183,Nairobi,commercial,excellent,9.17
metal,aluminum,9.73,0.66,0.6102,7,6,0.6808,Mombasa,commercial,fair,106.7
paper,office_paper,26.29,10.04,0.6465,8,6,0.4028,Kisumu,commercial,fair,12.81
plastic,HDPE,33.73,8.99,0.6178,12,1,0.8033,Mombasa,household,fair,21.19
plastic,PET,10.24,8.58,0.8213,4,5,0.593,Mombasa,household,good,26.69
plastic,PP,4.34,3.0,0.8206,2,2,0.7746,Kisumu,industrial,good,18.75
paper,cardboard,9.74,1.29,0.4394,5,0,0.5892,Nairobi,commercial,poor,11.17
metal,steel,18.59,3.92,0.8271,6,2,0.4628,Nakuru,household,good,22.4
metal,steel,8.55,2.21,0.8049,8,1,0.3976,Nairobi,household,good,27.21
plastic,PVC,1.42,4.64,0.8549,2,2,0.399,Nairobi,dump_site,excellent,9.23
plastic,PP,8.58,3.08,0.9193,6,3,0.6398,Nairobi,commercial,excellent,21.53
plastic,PVC,54.22,6.27,0.615,4,4,0.4471,Kisumu,commercial,fair,6.98
metal,tin,78.94,4.4,0.7106,10,3,0.2808,Nairobi,household,good,17.31
metal,brass,7.2,0.38,0.6437,3,6,0.7857,Mombasa,household,fair,277.39
textile,clothes,86.43,2.55,0.5796,2,2,0.5888,Nairobi,commercial,fair,15.45
plastic,PP,13.51,3.23,0.5369,4,6,0.7233,Nairobi,dump_site,fair,12.15
paper,newspaper,8.12,1.86,0.8849,8,0,0.5771,Nairobi,household,excellent,12.25
e_waste,phones,10.6,3.46,0.9466,2,5,0.5531,Nairobi,dump_site,excellent,116.63
paper,cardboard,18.04,9.53,0.9451,4,0,0.5339,Eldoret,household,excellent,10.72
metal,aluminum,14.35,0.65,0.8295,8,1,0.6118,Nairobi,industrial,good,139.36
rubber,tyres,48.64,5.66,0.7852,8,1,0.3389,Mombasa,dump_site,good,16.54
plastic,PVC,2.34,6.17,0.9069,11,6,0.5582,Nairobi,commercial,excellent,10.41
plastic,PP,51.83,9.14,0.7084,6,6,0.6144,Nakuru,commercial,good,14.57
metal,copper,31.43,4.25,0.7376,4,3,0.4708,Nairobi,dump_site,good,414.65
paper,mixed_paper,52.16,4.73,0.722,4,1,0.6144,Nairobi,household,good,8.22
e_waste,computers,16.14,10.75,0.6203,3,6,0.4723,Nairobi,household,fair,77.61
metal,copper,16.07,1.57,0.9438,3,5,0.6307,Nairobi,industrial,excellent,743.46
textile,clothes,19.82,3.77,0.969,12,4,0.5302,Nairobi,dump_site,excellent,13.41
plastic,mixed_plastic,30.13,2.92,0.5597,11,4,0.452,Nairobi,industrial,fair,11.77
metal,steel,9.93,13.52,0.4967,6,6,0.7464,Mombasa,commercial,poor,20.73
plastic,HDPE,15.35,1.63,0.693,12,2,0.3428,Mombasa,commercial,fair,25.45
plastic,PET,68.58,5.65,0.7265,9,3,0.2608,Nairobi,dump_site,good,29.31
plastic,PP,10.48,0.67,0.5316,9,4,0.4914,Nairobi,industrial,fair,17.15
plastic,HDPE,80.34,6.54,0.6586,5,6,0.4479,Nairobi,household,fair,24.07
rubber,mixed_rubber,38.13,0.43,0.6678,11,4,0.8933,Nairobi,industrial,fair,13.7
plastic,PP,4.58,1.61,0.7923,11,4,0.341,Nairobi,commercial,good,15.73
plastic,PP,22.92,3.42,0.8069,7,6,0.678,Mombasa,commercial,good,18.32
metal,tin,7.94,41.1,0.8192,12,3,0.4846,Nakuru,household,good,12.24
metal,brass,10.18,5.19,0.8633,8,0,0.4696,Mombasa,household,excellent,277.28
plastic,HDPE,7.63,1.46,0.8566,7,1,0.4953,Nairobi,industrial,excellent,40.09
rubber,mixed_rubber,129.11,2.7,0.4322,1,0,0.4246,Nairobi,commercial,poor,11.21
organic,food_waste,17.73,4.66,0.7479,7,1,0.4271,Nairobi,commercial,good,6.52
metal,aluminum,11.75,4.66,0.6369,6,1,0.301,Nairobi,industrial,fair,97.36
paper,cardboard,57.56,5.96,0.903,7,4,0.4615,Mombasa,industrial,excellent,18.02
metal,brass,36.76,3.17,0.6828,10,2,0.4757,Nairobi,commercial,fair,257.32
metal,aluminum,9.39,1.49,0.7893,9,2,0.3513,Kisumu,commercial,good,97.69
e_waste,batteries,0.68,0.49,0.7266,5,1,0.4143,Nairobi,household,good,51.36
plastic,PVC,18.86,1.25,0.7774,10,0,0.4262,Nakuru,household,good,6.52
plastic,PP,12.86,4.26,0.8073,8,1,0.5071,Nairobi,household,good,18.35
plastic,PVC,37.92,12.84,0.8487,5,2,0.5661,Nairobi,industrial,good,10.06
metal,copper,22.05,1.24,0.8356,7,6,0.4903,Eldoret,dump_site,good,403.41
e_waste,computers,14.73,5.21,0.5215,2,1,0.4,Nairobi,commercial,fair,80.97
plastic,mixed_plastic,56.99,10.54,0.8237,9,1,0.4351,Eldoret,industrial,good,12.12
plastic,PET,4.35,0.73,0.5852,11,0,0.7221,Nairobi,industrial,fair,36.26
paper,office_paper,34.05,16.09,0.9739,7,4,0.5328,Nairobi,dump_site,excellent,15.92
paper,cardboard,4.36,5.1,0.6755,2,5,0.658,Mombasa,dump_site,fair,12.44
plastic,PVC,36.68,1.38,0.593,12,4,0.6386,Nairobi,household,fair,6.58
e_waste,cables,6.8,11.1,0.7925,10,6,0.4222,Nairobi,dump_site,good,52.6
glass,clear_glass,1.28,2.81,0.7637,4,5,0.2734,Nairobi,industrial,good,8.26
metal,steel,62.25,16.7,0.9759,11,4,0.6687,Nairobi,household,excellent,27.7
organic,food_waste,2.17,1.12,0.7425,7,6,0.3075,Nairobi,dump_site,good,4.72
glass,clear_glass,20.01,1.05,0.8763,9,4,0.5256,Kisumu,household,excellent,8.26
paper,office_paper,16.23,6.9,0.7297,10,2,0.6024,Eldoret,industrial,good,13.27
glass,colored_glass,28.99,5.62,0.8979,6,5,0.7444,Mombasa,household,excellent,5.45
glass,colored_glass,40.4,1.86,0.714,3,0,0.6049,Eldoret,household,good,5.78
plastic,PP,37.83,0.62,0.7683,3,2,0.8051,Kisumu,commercial,good,16.03
e_waste,batteries,58.75,16.76,0.7694,11,3,0.5693,Kisumu,dump_site,good,40.71
paper,newspaper,8.45,2.91,0.7322,6,0,0.4518,Nairobi,household,good,7.5
paper,cardboard,74.28,9.96,0.7281,7,2,0.4422,Nakuru,industrial,good,12.0
plastic,PET,22.95,1.14,0.6046,9,4,0.2253,Nairobi,commercial,fair,37.13
metal,copper,26.89,2.75,0.5824,12,1,0.5202,Kisumu,dump_site,fair,316.16
plastic,PET,13.11,10.22,0.691,10,6,0.4156,Nairobi,industrial,fair,30.79
plastic,PET,33.36,10.7,0.7388,8,2,0.3581,Nairobi,industrial,good,38.41
plastic,PVC,79.44,12.52,0.6733,8,2,0.6143,Kisumu,industrial,fair,8.27
metal,brass,107.85,9.95,0.7496,2,6,0.6595,Mombasa,commercial,good,332.32
plastic,PET,4.52,2.44,0.3755,5,1,0.422,Nairobi,household,poor,19.37
plastic,HDPE,19.27,0.79,0.7684,10,2,0.3944,Nairobi,dump_site,good,20.76
metal,brass,0.51,1.64,0.8533,9,1,0.6966,Nairobi,industrial,excellent,406.21
metal,aluminum,1.02,4.33,0.8709,8,5,0.6856,Nairobi,household,excellent,130.95
plastic,HDPE,4.47,2.64,0.9907,10,0,0.6093,Nairobi,commercial,excellent,29.07
metal,steel,18.08,3.26,0.8831,1,1,0.7222,Mombasa,dump_site,excellent,33.15
plastic,PET,20.73,36.77,0.1263,9,6,0.457,Nairobi,industrial,poor,16.31
glass,colored_glass,3.82,6.34,0.7411,6,4,0.4884,Kisumu,dump_site,good,4.3
glass,mixed_glass,22.71,7.44,0.9093,4,1,0.5768,Nairobi,commercial,excellent,4.75
plastic,PVC,75.89,7.85,0.9213,1,4,0.3179,Nairobi,dump_site,excellent,9.19
paper,cardboard,0.57,4.54,0.7411,3,0,0.5476,Nairobi,industrial,good,15.15
metal,steel,28.91,20.21,0.7953,4,2,0.4911,Nairobi,household,good,20.46
textile,industrial_textile,27.71,1.02,0.6943,9,6,0.8394,Mombasa,commercial,fair,8.18
e_waste,mixed_ewaste,9.98,0.34,0.8393,5,5,0.6705,Nakuru,dump_site,good,49.34
organic,food_waste,16.56,8.08,0.9726,3,3,0.2652,Kisumu,commercial,excellent,5.83
plastic,PVC,9.28,9.63,0.5738,10,4,0.278,Nairobi,household,fair,5.54
paper,newspaper,15.56,2.15,0.4262,8,4,0.5098,Nakuru,household,poor,6.93
paper,mixed_paper,36.69,3.55,0.8261,9,1,0.7749,Nairobi,commercial,good,10.37
organic,food_waste,8.93,12.3,0.8514,7,1,0.6252,Nakuru,industrial,excellent,6.35
plastic,PET,58.48,1.45,0.8679,4,5,0.5054,Kisumu,dump_site,excellent,27.17
paper,cardboard,23.0,8.99,0.7228,9,5,0.4998,Nairobi,industrial,good,15.18
paper,office_paper,16.09,4.46,0.5271,11,1,0.743,Nairobi,commercial,fair,13.88
metal,steel,26.6,0.36,0.7585,6,5,0.2794,Nairobi,household,good,30.16
metal,aluminum,48.8,3.3,0.7445,7,2,0.6395,Nakuru,household,good,82.16
plastic,PP,14.44,4.28,0.6233,8,6,0.4745,Nairobi,household,fair,16.62
rubber,tyres,12.81,0.71,0.9242,6,1,0.4488,Eldoret,commercial,excellent,17.75
metal,aluminum,95.6,13.27,0.7273,11,2,0.5211,Nairobi,industrial,good,119.15
e_waste,phones,9.84,7.34,0.8137,9,6,0.313,Kisumu,industrial,good,90.08
paper,office_paper,23.68,8.11,0.9026,5,6,0.5144,Mombasa,household,excellent,14.69
textile,clothes,75.25,5.35,0.8943,12,0,0.2433,Kisumu,commercial,excellent,13.66
metal,brass,1.38,1.2,0.5871,1,0,0.4183,Kisumu,household,fair,200.23
metal,tin,14.63,2.49,0.4502,12,6,0.6673,Eldoret,commercial,poor,14.57
paper,mixed_paper,48.07,1.03,0.7227,10,1,0.5659,Nakuru,household,good,6.57
e_waste,computers,67.95,3.02,0.699,7,6,0.349,Nairobi,household,fair,92.74
textile,industrial_textile,47.98,2.85,0.8548,5,5,0.493,Mombasa,industrial,excellent,9.13
plastic,PET,48.89,13.32,0.8873,4,5,0.4477,Nairobi,commercial,excellent,33.01
paper,cardboard,7.72,0.72,0.704,8,4,0.5537,Nairobi,household,good,14.98
plastic,mixed_plastic,5.95,3.02,0.5931,2,5,0.4691,Nairobi,household,fair,11.15
plastic,PVC,0.92,5.93,0.6775,3,5,0.281,Nairobi,household,fair,7.46
metal,aluminum,12.99,8.79,0.7036,8,5,0.4166,Nairobi,household,good,98.53
glass,clear_glass,11.77,17.73,0.5131,10,4,0.7872,Nairobi,commercial,fair,6.67
e_waste,cables,23.08,3.63,0.794,4,5,0.3375,Mombasa,commercial,good,72.89
e_waste,batteries,17.46,1.93,0.6628,2,0,0.5077,Nairobi,commercial,fair,54.11
e_waste,computers,11.08,7.49,0.6572,2,0,0.5847,Nairobi,dump_site,fair,84.88
plastic,PP,103.85,7.43,0.9164,8,0,0.6606,Nairobi,commercial,excellent,23.88
paper,cardboard,33.66,2.68,0.9193,12,3,0.3211,Nairobi,household,excellent,15.45
paper,office_paper,18.89,0.98,0.6593,5,2,0.6041,Nairobi,commercial,fair,15.56
plastic,PP,2.56,1.44,0.8605,7,6,0.3409,Nairobi,household,excellent,17.49
glass,mixed_glass,52.86,4.35,0.7066,4,5,0.652,Eldoret,commercial,good,3.15
textile,industrial_textile,25.7,2.42,0.8894,12,6,0.6131,Nairobi,industrial,excellent,11.46
e_waste,phones,68.57,2.6,0.8249,10,0,0.7185,Nairobi,commercial,good,120.93
metal,copper,149.94,20.41,0.5581,6,1,0.5176,Nairobi,commercial,fair,444.38
plastic,HDPE,3.37,4.7,0.8401,8,2,0.6959,Kisumu,dump_site,good,22.57
glass,colored_glass,1.79,1.42,0.8171,3,2,0.5421,Mombasa,commercial,good,6.59
e_waste,batteries,14.84,1.95,0.8774,8,6,0.511,Nairobi,commercial,excellent,75.37
rubber,tyres,9.06,25.51,0.7029,1,3,0.6821,Nairobi,commercial,good,19.42
paper,newspaper,29.37,2.32,0.8755,11,4,0.4819,Nakuru,industrial,excellent,8.29
paper,office_paper,19.98,25.83,0.7663,8,5,0.7061,Nakuru,household,good,11.7
rubber,tyres,46.39,0.82,0.7729,4,4,0.5144,Kisumu,dump_site,good,13.74
plastic,PET,12.93,6.55,0.6505,7,5,0.4099,Mombasa,dump_site,fair,27.47
plastic,PVC,50.75,2.99,0.7797,10,5,0.6462,Kisumu,household,good,7.83
plastic,PVC,66.6,3.25,0.5924,10,3,0.4492,Kisumu,household,fair,6.92
plastic,PP,8.11,2.85,0.6592,6,5,0.5415,Mombasa,dump_site,fair,14.44
plastic,mixed_plastic,11.73,4.68,0.456,4,2,0.7499,Nairobi,commercial,poor,9.03
e_waste,batteries,39.91,18.35,0.8368,8,0,0.6974,Nakuru,commercial,good,50.9
rubber,tyres,66.29,5.86,0.5276,3,5,0.4769,Mombasa,dump_site,fair,12.59
metal,copper,7.17,7.42,0.9052,7,5,0.5888,Nairobi,industrial,excellent,675.15
plastic,PP,24.38,1.14,0.5187,8,4,0.37,Kisumu,commercial,fair,13.13
metal,copper,10.5,2.14,0.6151,12,4,0.5097,Nairobi,household,fair,406.86
e_waste,cables,11.94,4.77,0.8472,4,4,0.565,Kisumu,commercial,good,70.68
plastic,PP,45.43,9.33,0.6121,8,0,0.4419,Kisumu,household,fair,11.74
glass,colored_glass,1.19,5.56,0.7854,1,2,0.4737,Kisumu,household,good,4.63
plastic,PVC,15.91,6.8,0.4958,2,5,0.7021,Nairobi,household,poor,9.29
plastic,HDPE,17.22,19.99,0.7251,3,0,0.648,Eldoret,industrial,good,20.01
paper,office_paper,26.77,2.18,0.6363,5,2,0.4273,Kisumu,household,fair,11.14
glass,clear_glass,2.66,1.21,0.6287,4,5,0.7199,Kisumu,commercial,fair,6.13
plastic,PVC,71.22,16.21,0.9492,8,2,0.4718,Nairobi,household,excellent,11.58
paper,office_paper,33.88,4.82,0.6359,11,5,0.323,Nairobi,household,fair,12.43
paper,mixed_paper,37.77,6.71,0.965,7,5,0.1787,Nairobi,commercial,excellent,10.25
plastic,PVC,1.46,3.55,0.4332,10,2,0.6636,Kisumu,commercial,poor,6.62
plastic,mixed_plastic,39.12,4.49,0.504,10,4,0.8973,Nairobi,industrial,fair,11.14
paper,cardboard,5.96,6.93,0.8708,12,3,0.5511,Nairobi,dump_site,excellent,12.6
metal,aluminum,7.24,0.69,0.9628,5,2,0.4378,Nairobi,commercial,excellent,133.76
e_waste,batteries,20.74,2.58,0.5301,5,3,0.205,Nairobi,industrial,fair,49.3
metal,brass,13.94,1.74,0.9833,5,0,0.6147,Nairobi,household,excellent,322.13
metal,steel,10.79,10.96,0.9707,11,4,0.5686,Kisumu,industrial,excellent,31.04
organic,food_waste,22.36,3.06,0.7867,12,2,0.4058,Nairobi,household,good,5.61
plastic,HDPE,45.46,6.5,0.7853,3,1,0.7044,Eldoret,dump_site,good,21.62
rubber,tyres,4.17,3.16,0.4738,1,0,0.4727,Nakuru,commercial,poor,13.38
organic,food_waste,31.37,0.89,0.2943,11,0,0.5821,Eldoret,household,poor,2.97
organic,food_waste,32.52,3.9,0.7031,2,1,0.3555,Nairobi,industrial,good,6.4
plastic,HDPE,14.78,5.22,0.7356,10,1,0.5324,Nairobi,commercial,good,25.75
paper,mixed_paper,4.91,0.58,0.7308,1,4,0.51,Nakuru,household,good,6.65
glass,colored_glass,3.96,0.53,0.8138,9,2,0.6727,Kisumu,commercial,good,6.87
plastic,mixed_plastic,54.5,10.22,0.9373,1,5,0.6819,Nairobi,commercial,excellent,15.15
paper,office_paper,37.18,12.75,0.7788,4,0,0.6963,Nairobi,dump_site,good,12.75
paper,office_paper,22.22,9.2,0.5766,5,4,0.4542,Mombasa,household,fair,11.72
paper,newspaper,8.98,12.31,0.5965,4,3,0.5537,Kisumu,household,fair,4.97
plastic,PP,1.82,14.62,0.6845,12,1,0.3223,Nairobi,household,fair,13.07
paper,mixed_paper,23.09,14.2,0.647,3,1,0.4828,Nairobi,dump_site,fair,7.56
plastic,PVC,37.87,3.22,0.6877,4,3,0.2005,Mombasa,dump_site,fair,7.08
paper,mixed_paper,74.76,2.21,0.6543,9,0,0.5941,Nairobi,household,fair,7.54
paper,cardboard,5.31,6.04,0.6754,12,2,0.623,Eldoret,dump_site,fair,8.16
organic,garden_waste,93.85,8.18,0.906,11,6,0.2972,Eldoret,commercial,excellent,7.13
paper,office_paper,11.94,16.95,0.8142,9,4,0.5329,Nairobi,industrial,good,16.43
rubber,mixed_rubber,48.52,0.29,0.5629,2,1,0.7414,Nairobi,household,fair,13.08
rubber,mixed_rubber,7.39,0.73,0.6973,3,6,0.5144,Nairobi,household,fair,10.68
organic,garden_waste,16.72,5.85,0.8143,12,6,0.3198,Eldoret,commercial,good,6.03
glass,colored_glass,0.88,21.32,0.8505,10,1,0.4588,Nairobi,industrial,excellent,5.25
glass,mixed_glass,38.22,11.02,0.8851,1,2,0.3641,Nairobi,industrial,excellent,4.87
plastic,PP,39.17,11.83,0.246,10,4,0.7228,Nakuru,industrial,poor,8.68
metal,steel,0.92,0.63,0.8831,9,3,0.314,Nairobi,industrial,excellent,33.76
organic,garden_waste,24.08,0.23,0.5614,3,0,0.4393,Nairobi,commercial,fair,7.49
plastic,PP,74.1,11.38,0.7935,12,1,0.543,Nairobi,household,good,17.89
paper,newspaper,31.24,0.39,0.536,3,1,0.5787,Nairobi,household,fair,9.32
plastic,HDPE,51.26,1.8,0.9093,4,3,0.2912,Nairobi,dump_site,excellent,23.78
e_waste,mixed_ewaste,4.4,16.63,0.9427,3,0,0.3974,Nairobi,commercial,excellent,64.85
rubber,mixed_rubber,3.24,3.32,0.9841,5,6,0.4477,Nairobi,dump_site,excellent,10.77
glass,mixed_glass,3.34,5.94,0.7306,1,4,0.2858,Eldoret,industrial,good,3.87
plastic,PP,22.74,0.97,0.635,2,6,0.4234,Nairobi,commercial,fair,15.74
e_waste,mixed_ewaste,44.26,16.37,0.3233,9,5,0.6733,Kisumu,household,poor,32.83
rubber,mixed_rubber,7.69,2.94,0.8186,4,4,0.7251,Eldoret,industrial,good,9.48
organic,food_waste,47.51,14.98,0.7263,7,1,0.3434,Eldoret,industrial,good,4.45
metal,aluminum,29.02,3.26,0.9232,5,5,0.3947,Nairobi,commercial,excellent,129.78
metal,tin,9.52,9.81,0.6918,7,6,0.6032,Nakuru,household,fair,16.07
plastic,PET,15.18,18.54,0.6187,6,1,0.5425,Eldoret,commercial,fair,21.99
plastic,HDPE,33.83,1.9,0.4653,12,3,0.5364,Nairobi,industrial,poor,25.09
paper,mixed_paper,30.52,7.04,0.2869,10,6,0.4881,Nairobi,household,poor,5.95
rubber,tyres,32.7,0.74,0.9753,6,0,0.6794,Mombasa,household,excellent,22.71
metal,copper,20.38,1.58,0.6062,12,0,0.2672,Mombasa,dump_site,fair,334.92
e_waste,batteries,83.61,5.08,0.7464,7,5,0.4732,Nairobi,industrial,good,72.05
paper,newspaper,19.25,6.44,0.8799,11,4,0.4916,Mombasa,industrial,excellent,8.5
plastic,PVC,46.66,4.91,0.8062,11,6,0.5458,Nairobi,dump_site,good,9.01
plastic,PET,6.55,2.38,0.7479,8,5,0.5111,Nairobi,industrial,good,37.71
organic,food_waste,4.97,1.8,0.6057,3,6,0.6079,Nairobi,household,fair,5.42
glass,clear_glass,19.64,11.7,0.6057,12,3,0.3506,Nairobi,household,fair,6.78
plastic,PP,71.52,2.71,0.6728,4,2,0.2674,Mombasa,commercial,fair,13.74
plastic,mixed_plastic,4.74,4.39,0.6275,9,1,0.5278,Mombasa,commercial,fair,10.97
plastic,PVC,9.69,4.35,0.6501,8,5,0.5851,Eldoret,industrial,fair,7.46
plastic,PP,33.01,3.35,0.3138,6,1,0.5271,Nairobi,household,poor,13.24
plastic,mixed_plastic,44.25,16.92,0.8763,10,4,0.4927,Mombasa,industrial,excellent,14.25
metal,tin,43.17,4.13,0.6494,3,2,0.6915,Nairobi,commercial,fair,24.39
glass,colored_glass,21.14,0.46,0.8633,1,4,0.2938,Nairobi,household,excellent,6.99
plastic,PVC,108.01,5.46,0.6101,12,0,0.7106,Kisumu,commercial,fair,8.24
paper,office_paper,12.28,6.8,0.8739,6,0,0.4558,Nairobi,dump_site,excellent,16.2
metal,steel,49.3,2.0,0.714,2,3,0.3169,Nairobi,commercial,good,31.61
plastic,PET,28.75,13.73,0.7712,1,1,0.755,Kisumu,commercial,good,32.59
metal,brass,24.58,6.46,0.7592,12,0,0.2952,Nairobi,industrial,good,343.71
plastic,mixed_plastic,16.47,0.24,0.574,12,1,0.404,Mombasa,commercial,fair,10.43
paper,newspaper,51.85,2.15,0.6507,8,2,0.3138,Kisumu,dump_site,fair,7.52
rubber,tyres,13.85,2.69,0.4655,10,2,0.4371,Nairobi,commercial,poor,18.72
organic,garden_waste,19.34,11.1,0.9854,1,1,0.5862,Mombasa,dump_site,excellent,7.42
plastic,PET,98.83,8.88,0.721,6,0,0.3153,Mombasa,household,good,31.13
glass,colored_glass,33.4,1.83,0.7068,4,5,0.332,Kisumu,commercial,good,4.74
metal,aluminum,19.02,2.0,0.8885,2,6,0.4157,Kisumu,commercial,excellent,101.21
metal,steel,68.56,2.78,0.9398,4,5,0.6919,Mombasa,industrial,excellent,36.93
paper,office_paper,8.33,1.56,0.8589,4,2,0.3942,Nairobi,household,excellent,16.42
organic,food_waste,48.11,10.98,0.5333,8,4,0.4677,Mombasa,dump_site,fair,4.57
metal,aluminum,96.36,2.4,0.7712,10,3,0.7524,Nairobi,household,good,109.16
plastic,PVC,32.81,1.38,0.7121,4,4,0.6183,Kisumu,industrial,good,7.36
paper,cardboard,2.98,2.36,0.9058,9,0,0.7116,Nairobi,industrial,excellent,18.38
paper,office_paper,42.09,0.54,0.556,8,4,0.3414,Mombasa,dump_site,fair,10.51
metal,brass,23.83,24.0,0.7975,3,0,0.5757,Mombasa,dump_site,good,230.89
glass,mixed_glass,2.6,11.26,0.5383,9,6,0.6886,Nairobi,commercial,fair,4.21
metal,brass,32.18,9.41,0.9455,4,6,0.8128,Mombasa,industrial,excellent,322.65
plastic,mixed_plastic,13.31,7.18,0.4378,3,6,0.4983,Nairobi,commercial,poor,11.57
paper,mixed_paper,12.81,0.61,0.6068,3,4,0.5593,Mombasa,commercial,fair,7.57
metal,brass,1.08,11.43,0.4278,5,6,0.4102,Mombasa,household,poor,181.62
e_waste,phones,11.49,2.96,0.4692,10,3,0.4602,Mombasa,household,poor,74.17
metal,copper,57.65,3.43,0.8659,11,3,0.5209,Eldoret,household,excellent,392.88
plastic,PP,19.76,4.75,0.8014,12,4,0.7467,Mombasa,household,good,15.23
organic,garden_waste,9.68,3.52,0.555,2,0,0.4506,Nakuru,dump_site,fair,4.76
paper,mixed_paper,40.09,11.91,0.672,1,2,0.314,Eldoret,dump_site,fair,5.4
glass,colored_glass,20.51,3.51,0.5745,10,5,0.4242,Nairobi,commercial,fair,4.72
plastic,mixed_plastic,19.4,1.49,0.5174,11,3,0.2154,Nakuru,commercial,fair,7.04
glass,clear_glass,28.92,3.09,0.7196,4,1,0.6188,Nairobi,commercial,good,9.01
e_waste,mixed_ewaste,20.81,6.33,0.741,11,1,0.3543,Mombasa,household,good,47.69
organic,garden_waste,18.35,2.5,0.6018,3,1,0.45,Nakuru,household,fair,4.06
metal,tin,23.4,3.73,0.9412,2,0,0.2339,Mombasa,commercial,excellent,27.46
organic,garden_waste,10.83,4.63,0.3697,11,6,0.8322,Nairobi,household,poor,5.09
paper,office_paper,1.89,2.75,0.9408,12,6,0.6952,Mombasa,household,excellent,15.69
plastic,PET,22.79,8.02,0.8333,12,5,0.6172,Nairobi,household,good,30.72
glass,clear_glass,15.76,0.46,0.7213,12,4,0.5202,Nairobi,dump_site,good,7.42
paper,office_paper,32.14,16.99,0.897,4,3,0.3668,Kisumu,household,excellent,12.56
metal,brass,4.39,9.25,0.828,5,6,0.6513,Nairobi,household,good,271.87
metal,steel,18.49,1.37,0.8396,2,6,0.4175,Nakuru,household,good,23.09
